headline,date,document_type,type_of_material,section_name,keywords,snippet,source,lead_paragraph
Choice for a Dog,2009-03-04,article,News,Crosswords & Games,[],A Wednesday puzzle a CEO would love starts with Revenue / Result.,The New York Times,Did this one sneak up on you? It’s been six weeks since the last rebus puzzle and now they spring one on us on a Wednesday instead of the usual Thursday. These kinds of tricks work best when they catch you by surprise.
All for the Dog,2008-04-13,article,News,Real Estate,"['Housing', 'Dogs', 'Real Estate']",Searching for a Manhattan home with room for a rambunctious pet.,The New York Times,"ROBERT RIZZO yearned for a dog to take in and felt awful about the unwanted yellow Labrador retriever that he kept seeing on the A.S.P.C.A.’s Web site. So last summer he adopted her  a needy dog named Sarah with canine epilepsy, controlled by medication. “I like having something to take care of,” he said."
Sleeping With the Enemy (Bed Bugs),2009-07-10,article,News,Health,"['Dogs', 'Beds and Bedding', 'Bedbugs', 'Mattresses', 'Medicine and Health', 'Housing and Real Estate']",Looking at what consumers can do to avoid being bitten twice — first by the vermin and then by a venal exterminator.,The New York Times,"AFTER virtually disappearing for decades, bed bugs have made a comeback throughout the nation, with particularly bad infestations in densely populated apartment buildings."
"In the new Silicon Valley, it's a dog-eat-dog world",2004-09-27,article,News,Business Day,[],,The New York Times,
Lawyer for the dog,2007-09-09,article,News,World,[],,International Herald Tribune,"In recent years, Dr. Amy Marder, a veterinarian practicing in Lexington, has found herself called upon to decide which human ""parent"" a pet prefers."
It's All in How the Dog Is Served,2005-05-25,article,News,Style,['Restaurants'],"YOU know those hot dogs that you know and love, and can't wait to eat this time of year? The ones served at Katz's Delicatessen, Gray's Papaya, Papaya King, the legendary Dominick's truck in Queens and the best ''dirty water dog'' carts?     They'...",The New York Times,"YOU know those hot dogs that you know and love, and can't wait to eat this time of year? The ones served at Katz's Delicatessen, Gray's Papaya, Papaya King, the legendary Dominick's truck in Queens and the best ""dirty water dog"" carts?"
This Is Where the Dog Comes In,2006-04-16,article,News,Style,"['Dogs', 'Marriages', 'Families and Family Life']",Sheila Kohler Modern Love essay on being cat person who falls in love with dog; notes that she and her second husband got dog to help her bond with her stepsons; drawing (M),The New York Times,"MY second marriage, unlike my first, in which I became pregnant at 19 and married the man, was a love match from the start. I was introduced to my second husband by friends, a couple who took us both out to dinner at a Japanese restaurant. At the end of the meal my husband-to-be, a psychiatrist, who sat opposite me, turned green and asked, ""Would you like to have a coffee with me?"""
THE (PRAIRIE) DOG HOUSE,2006-09-03,article,News,Business Day,"['Prairie Dogs', 'RETAIL STORES AND TRADE']","Wal-Mart's decision to exterminate colony of prairie dogs that was in way of building new supercenter in Lafayette, Colo, is first dust-up for Leslie A Dach, who was hired recently to do damage control for Wal-Mart; retailer says city considered s...",The New York Times,"When Wal-Mart wanted to build a new supercenter in Lafayette, Colo., it faced an unusual obstacle: a colony of prairie dogs on the 31-acre site. When efforts to relocate the prairie dogs failed, Wal-Mart exterminated the animals, poisoning some and gassing the rest."
'Year of the Dog': An existential tale about a woman and her dog,2007-04-13,article,News,Arts,[],,International Herald Tribune,Year of the Dog Directed by Mike White (U.S.)
"Dog Days, For Swimming",2004-09-12,article,News,New York,"['Dogs', 'Philanthropy', 'Swimming Pools']","Marek Fuchs Country Lines column calls it absurd that town of Greenburgh, NY, is opening two of three public pools at AFV park for a 4-hour dogs-only swim; Bedford is also planning a dogs-only swim for charity; drawing (M)",The New York Times,"DOGS may be mythologized as man's best friend, but they've had a heck of a time parlaying that high regard into much in the way of political power. Maybe they are overlooked because of their goofy nature or their steadfast loyalty, or maybe it's just that they don't speak the language. But political fortunes are seldom static, and those dog years spent in the political wilderness are now, as anyone who looks up and down the county today can tell, as much a relic as an Adlai pin."
"A Dog Mourned, and an Invisible Danger",2008-12-06,article,News,New York,"['Electric Light and Power', 'Dogs']","A husky named Sebastian was killed in May by stray electrical voltage, a problem Con Edison says it has been addressing with success.",The New York Times," IN the vestibule of Grace and St. Paul’s Lutheran Church on the Upper West Side on a recent Tuesday, the mood was somber. Those present had gathered to grieve, as so many churchgoers do, but the unusual object of their mourning was a black and white husky named Sebastian who was killed in May by stray electrical voltage from a lamppost."
It Shouldn't Happen To a Dog,2000-01-01,article,News,Archives,"['Dogs', 'Breeding of Animals', 'Genetic Engineering']",Robin Finn article says physical malformations and other ill effects of dog breeding should serve as warning to those eager to improve human species through genetic engineering; photo (M),The New York Times,"FOR those who wonder where genetic engineering may take man in the future, it might be instructive to look at what man has already wrought on his supposed best friend. In the $2 billion canine industry, designer dogs rule."
"Today He Is a Dog; Actually, He Always Was",2004-12-20,article,News,New York,[],"In the long walk of history between man and dog, the bark mitzvah could be seen as an unexpected pit stop. Yet it was celebrated on Saturday night in the Bronx in a traditional way, with a party for family and friends of the 13-year-old that inclu...",The New York Times,"In the long walk of history between man and dog, the bark mitzvah could be seen as an unexpected pit stop. Yet it was celebrated on Saturday night in the Bronx in a traditional way, with a party for family and friends of the 13-year-old that included a chopped-liver sculpture, choruses of ""mazel tov!"" (or, in this case, ""muzzle tov!""), a cantor and gifts."
Putting on the dog in Tokyo,2007-11-17,article,News,Fashion & Style,[],,International Herald Tribune,"TOKYO — The verdict seems to be official: fashion has gone to the dogs. The number of well-groomed, well-dressed dogs are on the verge of outnumbering those of people. In the city's major parks and walkways are dog owners with tousled hair and sweats, while their darlings on the end of leather leashes are sporting Lucien Pellat-Finet attire like skull-motif sweaters and hairdos to die for."
A Chorus of Dog Whisperers,2007-12-27,article,News,Fashion & Style,"['Dogs', 'Pets', 'Vocational Training']",Finding a dog owner nursing daydreams of becoming a trainer has become about as difficult as finding a waiter with a headshot.,The New York Times,"WHEN Doug Finley of Sparta, N.J., contemplated leaving commercial photography two years ago, he considered the standard advice given to those at a professional crossroads: do what you love."
My Life as a Dog,2009-09-15,article,News,Health,[],"I realize now as I take care of my dog, Bijou, that I even became a kind of a dog myself as I went through surgery, radiation and hormone therapy for advanced prostate cancer, Dana Jennings writes.",The New York Times,"Our creaky miniature poodle, Bijou, and I spend a lot of time together. We both like to curl up in the den at the end of the day, and we both have the uncanny ability to take a nap anytime and anywhere. "
Stains the Cupcake Dog,2009-02-21,article,News,Week in Review,[],,The New York Times,Video | Various edits of an Animal Planet dog-training clip (from the show “It’s Me or the Dog”) are fast becoming this year’s viral critter sensation a la “dramatic chipmunk.” A recent one:
‘Looking For a White House Dog’,2008-11-07,article,News,Week in Review,[],,The New York Times,"Aired Thursday night on CBS: Welcome to the show. You folks are in a remarkable good mood today. And considering the economy, doesn’t that make you sick?"
